eigen_values_real,eigen_values_imag
2.0019743154293,0
2.0049381653347,0
2.0049381724416,0
2.0079020273102,0
2.0098858663343,0
2.0098859354127,0
2.0128497216964,0
2.0128497222505,0
2.0168293249482,0
2.0177974165131,0
