eigen_values_real,eigen_values_imag
2.0019743170263,0
2.0049381703185,2.88678265065e-09
2.0049381703185,-2.88678265065e-09
2.0079020272432,0
2.0098858658223,0
2.0098858666297,0
2.012849733252,0
2.0168293253582,0
2.0177974171112,0
2.0197933886841,0
